images,values,hobby_0,hobby_1,hobby_2,age_0,age_1,age_2,age_3,educational_level_0,educational_level_1,educational_level_2,educational_level_3,marital_status_0,marital_status_1,marital_status_2,marital_status_3
00\000010.png,0,-0.9247013,1.6300745,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
00\000011.png,0,1.0814303,-0.6134689,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000012.png,1,1.0814303,-0.6134689,-0.60141677,-0.73632103,1.3351437,-0.49266464,-0.32163376,-0.73632103,1.269742,-0.44301432,-0.3362194,-0.8406347,-0.72374684,2.081666,-0.24052285
00\000013.png,0,-0.9247013,-0.6134689,1.6627405,-0.73632103,-0.748983,2.0297782,-0.32163376,-0.73632103,-0.78756154,2.2572634,-0.3362194,1.1895773,-0.72374684,-0.48038447,-0.24052285
01\000014.png,1,-0.9247013,-0.6134689,1.6627405,-0.73632103,1.3351437,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000015.png,1,-0.9247013,1.6300745,-0.60141677,-0.73632103,1.3351437,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000016.png,1,-0.9247013,-0.6134689,1.6627405,1.3581033,-0.748983,-0.49266464,-0.32163376,-0.73632103,1.269742,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000017.png,1,-0.9247013,1.6300745,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,-0.73632103,-0.78756154,2.2572634,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000018.png,1,1.0814303,-0.6134689,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,-0.73632103,-0.78756154,2.2572634,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
00\000019.png,0,-0.9247013,-0.6134689,1.6627405,-0.73632103,1.3351437,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,1.1895773,-0.72374684,-0.48038447,-0.24052285
01\000020.png,1,-0.9247013,1.6300745,-0.60141677,-0.73632103,-0.748983,2.0297782,-0.32163376,-0.73632103,1.269742,-0.44301432,-0.3362194,1.1895773,-0.72374684,-0.48038447,-0.24052285
02\000021.png,2,-0.9247013,1.6300745,-0.60141677,-0.73632103,1.3351437,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,-0.72374684,-0.48038447,4.157609
00\000022.png,0,-0.9247013,-0.6134689,1.6627405,1.3581033,-0.748983,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000023.png,1,1.0814303,-0.6134689,-0.60141677,-0.73632103,1.3351437,-0.49266464,-0.32163376,-0.73632103,-0.78756154,2.2572634,-0.3362194,-0.8406347,-0.72374684,2.081666,-0.24052285
02\000024.png,2,-0.9247013,1.6300745,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,-0.72374684,-0.48038447,4.157609
02\000025.png,2,-0.9247013,-0.6134689,1.6627405,-0.73632103,1.3351437,-0.49266464,-0.32163376,-0.73632103,1.269742,-0.44301432,-0.3362194,-0.8406347,-0.72374684,-0.48038447,4.157609
00\000026.png,0,-0.9247013,1.6300745,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
00\000027.png,0,1.0814303,-0.6134689,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,1.3581033,-0.78756154,-0.44301432,-0.3362194,-0.8406347,-0.72374684,2.081666,-0.24052285
01\000028.png,1,1.0814303,-0.6134689,-0.60141677,-0.73632103,1.3351437,-0.49266464,-0.32163376,-0.73632103,1.269742,-0.44301432,-0.3362194,-0.8406347,-0.72374684,2.081666,-0.24052285
01\000029.png,1,1.0814303,-0.6134689,-0.60141677,-0.73632103,1.3351437,-0.49266464,-0.32163376,-0.73632103,-0.78756154,2.2572634,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
01\000030.png,1,1.0814303,-0.6134689,-0.60141677,-0.73632103,-0.748983,2.0297782,-0.32163376,-0.73632103,1.269742,-0.44301432,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
00\000031.png,0,1.0814303,-0.6134689,-0.60141677,1.3581033,-0.748983,-0.49266464,-0.32163376,-0.73632103,-0.78756154,2.2572634,-0.3362194,-0.8406347,1.3816986,-0.48038447,-0.24052285
