images,values,hobby_0,hobby_1,hobby_2,age_0,age_1,age_2,age_3,educational_level_0,educational_level_1,educational_level_2,educational_level_3,marital_status_0,marital_status_1,marital_status_2,marital_status_3
02\000010.png,2,-0.910259,1.7689071,-0.66196847,-0.748983,-0.7745967,-0.49266464,3.6362374,-0.80064076,-0.748983,2.1950357,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
01\000011.png,1,1.0985885,-0.5653208,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,1.2489996,-0.748983,-0.45557344,-0.29111126,-0.71125406,-0.8271702,2.2572634,-0.32163376
00\000012.png,0,-0.910259,-0.5653208,1.510646,-0.748983,-0.7745967,2.0297782,-0.27500954,1.2489996,-0.748983,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
00\000013.png,0,-0.910259,1.7689071,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
00\000014.png,0,-0.910259,1.7689071,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,1.2489996,-0.748983,-0.45557344,-0.29111126,-0.71125406,-0.8271702,2.2572634,-0.32163376
00\000015.png,0,1.0985885,-0.5653208,-0.66196847,-0.748983,-0.7745967,2.0297782,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
01\000016.png,1,1.0985885,-0.5653208,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,-0.71125406,1.2089411,-0.44301432,-0.32163376
02\000017.png,2,1.0985885,-0.5653208,-0.66196847,-0.748983,-0.7745967,-0.49266464,3.6362374,-0.80064076,1.3351437,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
00\000018.png,0,-0.910259,1.7689071,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,1.2489996,-0.748983,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
01\000019.png,1,-0.910259,1.7689071,-0.66196847,-0.748983,-0.7745967,2.0297782,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,-0.71125406,-0.8271702,2.2572634,-0.32163376
02\000020.png,2,-0.910259,-0.5653208,1.510646,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,-0.748983,-0.45557344,3.4351127,-0.71125406,-0.8271702,-0.44301432,3.1091263
00\000021.png,0,-0.910259,1.7689071,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,-0.748983,2.1950357,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
02\000022.png,2,-0.910259,1.7689071,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,-0.80064076,-0.748983,-0.45557344,3.4351127,1.4059674,-0.8271702,-0.44301432,-0.32163376
01\000023.png,1,-0.910259,1.7689071,-0.66196847,-0.748983,-0.7745967,2.0297782,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
02\000024.png,2,1.0985885,-0.5653208,-0.66196847,-0.748983,-0.7745967,-0.49266464,3.6362374,-0.80064076,1.3351437,-0.45557344,-0.29111126,-0.71125406,-0.8271702,2.2572634,-0.32163376
01\000025.png,1,-0.910259,1.7689071,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,-0.80064076,-0.748983,2.1950357,-0.29111126,-0.71125406,1.2089411,-0.44301432,-0.32163376
02\000026.png,2,1.0985885,-0.5653208,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,-0.748983,-0.45557344,3.4351127,-0.71125406,-0.8271702,2.2572634,-0.32163376
00\000027.png,0,-0.910259,1.7689071,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
00\000028.png,0,1.0985885,-0.5653208,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,1.2489996,-0.748983,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
00\000029.png,0,1.0985885,-0.5653208,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,-0.748983,2.1950357,-0.29111126,-0.71125406,-0.8271702,2.2572634,-0.32163376
01\000030.png,1,1.0985885,-0.5653208,-0.66196847,-0.748983,1.2909944,-0.49266464,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,1.4059674,-0.8271702,-0.44301432,-0.32163376
01\000031.png,1,1.0985885,-0.5653208,-0.66196847,1.3351437,-0.7745967,-0.49266464,-0.27500954,-0.80064076,1.3351437,-0.45557344,-0.29111126,-0.71125406,1.2089411,-0.44301432,-0.32163376
